name	id_staz	id_reg	lat	lon
Quero Vas	S02565	12	45.939306	11.920189
Quiliano Vado	S04527	2	44.279933	8.435562
Quincinetto	S00150	3	45.567295	7.809711
Roma Termini	S08409	5	41.900636	12.502026
R.C.Aeroporto	S11866	17	38.073039	15.642301
Racalmuto	S12373	14	37.406065	13.72752
Racconigi	S00602	3	44.771179	7.685681
Ragusa	S12414	14	36.91927	14.725677
Ragusa Ibla	S12416	14	36.93133	14.750993
Raiano	S07600	19	42.097931	13.80908
Randazzo	S12365	14	37.873782	14.950406
Rapallo	S04720	2	44.351398	9.231282
Rapolano Terme	S06850	13	43.283331	11.602504
Rapone Ruvo S.Fele	S09621	15	40.88802	15.47373
Rastignano	S05138	8	44.443592	11.357617
Ravenna	S05811	8	44.419155	12.208404
Recale	S09302	18	41.06235	14.30323
Recco	S04714	2	44.361215	9.146788
Redipuglia	S03308	10	45.853476	13.486016
Reggio Calabria Centrale	S11781	17	38.103884	15.635844
Reggio Calabria Lido	S11780	17	38.117668	15.649171
Reggio Di Calabria Catona	S11776	17	38.185806	15.641205
Reggio Di Calabria Gallico	S11777	17	38.165235	15.650716
Reggio Di Calabria Pellaro	S11867	17	38.02561	15.650064
Reggio Di Calabria S.Gregorio	S11868	17	38.061274	15.652053
Reggio Emilia	S05023	8	44.697793	10.643093
Reggio Emilia Av	S05254	8	44.779886	10.744171
Regoledo	S01410	1	46.030574	9.292106
Remedello Sopra	S01845	1	45.27848	10.379211
Remedello Sotto	S01846	1	45.257477	10.388402
Renate-Veduggio	S01489	1	45.728304	9.279834
Resana	S02508	12	45.634081	11.964251
Revere	S05305	1	45.049863	11.130884
Reviglione Di Somma Vesuviana	S09762	18	40.872234	14.482833
Rho	S01037	1	45.523813	9.043563
Riace	S11845	17	38.389178	16.528152
Riardo	S09204	18	41.265177	14.124949
Ricadi	S11761	17	38.630676	15.839848
Riccione	S07101	8	43.999218	12.658549
Rieti	S07405	5	42.405918	12.862596
Rignano Garganico	S11028	16	41.579344	15.490229
Rignano Sull`Arno Reggello	S06906	13	43.720834	11.452383
Rigoli	S06401	13	43.789681	10.419663
Rigomagno	S06851	13	43.256767	11.706492
Rigoroso	S04208	3	44.670577	8.896487
Rimini	S05071	8	44.064176	12.574093
Rimini Miramare	S07100	8	44.030388	12.618105
Rimini Torre Pedrera	S05819	8	44.106987	12.508755
Rimini Viserba	S05820	8	44.088407	12.533785
Rio Di Pusteria	S02102	9	46.79712	11.670028
Rio Secco	S04004	3	44.722275	8.658805
Riofreddo	S08517	5	42.060704	13.021419
Riola	S05108	8	44.229851	11.053592
Riomaggiore	S04736	2	44.105203	9.729105
Rionero Atella Ripacandita	S11209	15	40.922066	15.678699
Ripabottoni S.Elia	S09463	7	41.669666	14.844353
Ripafratta	S06402	13	43.821711	10.415733
Riparbella	S06750	13	43.339461	10.582184
Risano	S03120	10	45.97487	13.26181
Riva Trigoso	S04726	2	44.26391	9.429277
Rivalta Scrivia	S04331	3	44.854158	8.809846
Rivisondoli-Pescocostanzo	S08905	19	41.877292	14.079308
Robbio	S00272	1	45.293542	8.597051
Robecco-Pontevico	S01904	1	45.266224	10.078593
Robilante	S00615	3	44.296496	7.510906
Rocca Di Corno	S07410	19	42.388164	13.143939
Rocca Di Fondi	S07409	5	42.39799	13.095825
Rocca D`Evandro	S09200	5	41.438861	13.911338
Rocca Imperiale	S11804	17	40.100043	16.615742
Rocca Ravindola	S09058	7	41.521035	14.122965
Roccabernarda	S11828	17	38.942165	16.900439
Roccaciglie`	S00740	3	44.425831	7.95274
Roccadebaldi	S00905	3	44.410446	7.780449
Roccagrimalda	S04006	3	44.675247	8.656154
Roccalumera Mandanici	S12312	14	37.972946	15.391411
Roccamurata	S06159	8	44.532756	9.876175
Roccapalumba-Alia	S12204	14	37.793751	13.673628
Roccaraso	S08906	19	41.850833	14.079292
Roccasecca	S08668	5	41.526377	13.645814
Roccastrada	S06823	13	42.957631	11.192942
Roccavione	S00614	3	44.314445	7.485361
Roccella Jonica	S11847	17	38.322043	16.406917
Rocchetta Cairo	S00878	2	44.427477	8.295356
Rocchetta S.Ant.Lac.	S11205	16	41.1518	15.53295
Rocchetta Tanaro Cerro	S00466	3	44.875574	8.351402
Rodallo	S00159	3	45.278714	7.878025
Rogolo	S01423	1	46.138696	9.486985
Rolo Novi Fabbrico	S02346	8	44.886561	10.867882
Roma Aurelia	S08025	5	41.88344	12.395271
Roma Casilina	S08674	5	41.87669	12.537297
Roma Monte Mario	S08322	5	41.939088	12.421732
Roma Nomentana L.L.	S08236	5	41.932935	12.523628
Roma Ostiense	S08406	5	41.87265	12.483917
Roma Prenestina	S08500	5	41.897571	12.545803
Roma S.Filippo Neri	S08325	5	41.950262	12.412414
Roma S.Pietro	S08323	5	41.896143	12.454497
Roma Tiburtina	S08217	5	41.910903	12.530749
Roma Tiburtina Piazzale Est	S08226	5	41.910903	12.530749
Roma Trastevere	S08405	5	41.872279	12.466162
Roma Tuscolana	S08408	5	41.879384	12.523505
Romagnano Sesia	S00109	3	45.629888	8.384581
Romagnano V.	S09829	18	40.610041	15.447651
Romano	S01711	1	45.523839	9.753402
Romanore	S02337	1	45.063834	10.750997
Rometta Messinese	S12049	14	38.228455	15.405894
Roncanova Di Gazzo Ver.	S05303	12	45.142207	11.097995
Roncegno Bagni-Marter	S02312	9	46.03618	11.398818
Ronchi Dei Legionari Nord	S03309	10	45.830285	13.505962
Ronciglione	S08109	5	42.282499	12.219437
Ronco Scr.	S04211	2	44.614537	8.949421
Ronta	S06606	13	44.009432	11.434125
Rosarno	S11765	17	38.488593	15.970149
Rosa`	S02521	12	45.72054	11.775799
Roseto Capo Spulico	S11806	17	39.972412	16.620275
Roseto Degli Abruzzi	S07804	19	42.677852	14.01535
Rosignano	S06730	13	43.387899	10.438041
Rosolina	S05424	12	45.075548	12.239663
Rosolini	S12422	14	36.81598	14.952955
Rossano	S11813	17	39.603005	16.640859
Rossano Veneto	S02522	12	45.702039	11.784812
Rossiglione	S04104	2	44.566955	8.668051
Rosta	S00215	3	45.078397	7.463963
Rottofreno	S01950	8	45.060546	9.549127
Rovasenda	S00053	3	45.537291	8.317376
Rovasenda Alta	S00056	3	45.537368	8.316722
Rovato	S01714	1	45.55193	10.000924
Roverbella	S02333	1	45.252645	10.796795
Rovereto	S02044	21	45.890985	11.033518
Roviano	S08515	5	42.026476	12.991119
Rovigo	S05706	12	45.076993	11.780892
Rubiera	S05031	8	44.65618	10.780252
Rudalza	S12895	20	40.994082	9.531214
Rufina	S06703	13	43.822236	11.485072
Russi	S05903	8	44.379011	12.03164
Rutino	S11707	18	40.29259	15.104561
S. Ambrogio	S00213	3	45.101161	7.360933
S. Antonino Di Saluggia	S00236	3	45.253967	8.039728
S. Antonino Vaie	S00211	3	45.109469	7.275931
S. Cassiano Valchiavenna	S01401	1	46.275438	9.397419
S. Cristina E Bissone	S01866	1	45.160533	9.401006
S. Damiano D`Asti	S00461	3	44.878914	8.125956
S. Dona` Di Piave	S02666	12	45.63983	12.559791
S. Eurosia	S08739	5	41.675927	12.755105
S. Germano Vercellese	S00243	3	45.353603	8.249958
S. Giacomo Di Teglio	S01436	1	46.159722	10.027405
S. Giovanni In Croce	S01849	1	45.075783	10.377527
S. Giuliano Milanese	S01821	1	45.391226	9.286418
S. Giuliano Piacentino	S01961	8	45.070627	9.985919
S. Margherita Ligure Portofino	S04718	2	44.33676	9.216673
S. Maria Delle Mole	S08738	5	41.774417	12.606225
S. Nicola Di Melfi	S11300	15	41.073281	15.677602
S. Paolo Solbrito	S00463	3	44.951753	7.975779
S. Pietro A Vico	S06313	13	43.875094	10.530945
S. Pietro Avellana-Capracotta	S08912	7	41.76978	14.19995
S. Pietro Berbenno	S01428	1	46.161347	9.740491
S. Pietro Vernotico	S11141	16	40.48902	18.000716
S. Stefano Di Magra	S06170	2	44.156857	9.915202
S. Stino Di Livenza	S02664	12	45.721088	12.682769
S. Vincenzo	S06030	13	43.100366	10.539823
S. Zeno Folzano	S01900	1	45.491552	10.211683
S. Zenone Al Lambro	S01823	1	45.337824	9.36126
S.Agata M.	S12027	14	38.073554	14.640622
S.Agata Sul Santerno	S05954	8	44.436774	11.858855
S.Alessio Siculo Forza D`Agro`	S12315	14	37.923992	15.347322
S.Andrea Dell`Jonio	S11840	17	38.620097	16.553449
S.Angelo Dei Lombardi	S09615	18	40.890372	15.161478
S.Anna Robella	S00434	3	45.074464	8.08568
S.Antimo S.Arpino	S09007	18	40.949188	14.247415
S.Antonio Mantovano	S02334	1	45.187447	10.785806
S.Arcangelo Di Romagna	S05069	8	44.070316	12.45454
S.Benedetto Del Tronto	S07513	11	42.954386	13.882297
S.Benigno Di Cuneo	S00609	3	44.461002	7.572712
S.Biagio	S05805	8	44.594511	11.87054
S.Biagio Di Callalta	S02761	12	45.686134	12.374316
S.Candido	S02114	22	46.732728	12.271917
S.Cassiano	S06615	8	44.143684	11.687503
S.Cataldo	S12382	14	37.469615	13.997659
S.Caterina Dell`Jonio	S11842	17	38.530452	16.571093
S.Claudio	S07312	11	43.287357	13.532751
S.Cristoforo Al Lago-Ischia	S02306	9	46.039743	11.23375
S.Croce Del Lago	S02735	12	46.094795	12.324068
S.Croce Del Sannio	S09502	18	41.37114	14.705455
S.Demetrio De` Vestini	S07418	19	42.294447	13.536543
S.Donnino Badia	S06514	13	43.785424	11.142169
S.Elena - Este	S05704	12	45.199209	11.712883
S.Ellero	S06905	13	43.742143	11.469621
S.Felice Sp	S05313	8	44.834527	11.140243
S.Filippo	S07557	11	42.849787	13.599949
S.Filippo-S.Lucia	S12044	14	38.198143	15.288334
S.Flavia	S12009	14	38.0826	13.530625
S.Frediano A Settimo	S06504	13	43.680508	10.517254
S.Giacomo Di Spoleto	S07220	6	42.79015	12.755445
S.Giorgio Casale	S00336	3	45.101495	8.412858
S.Giorgio Delle Pertiche	S02526	12	45.542538	11.917455
S.Giorgio P.	S05723	8	44.646641	11.37901
S.Giovanni Al Natisone	S03031	10	45.976122	13.397437
S.Giovanni Di Casarsa	S03199	10	45.943448	12.837255
S.Giovanni D`Asso	S06816	13	43.153292	11.593803
S.Giovanni Valdarno	S06909	13	43.56601	11.527033
S.Giuletta	S01943	1	45.035719	9.179239
S.Giuliano Piemonte	S01941	3	44.890543	8.760933
S.Giuliano Terme	S06400	13	43.764895	10.436892
S.Giuseppe Vesuviano	S09752	18	40.834058	14.502954
S.Giustina Cesio	S02562	12	46.077655	12.04294
S.Ilario	S05021	8	44.765795	10.450469
S.Liberato	S07235	6	42.478853	12.443006
S.Lorenzo Colli	S12132	14	38.16292	13.316449
S.Lorenzo Maggiore	S09308	18	41.219748	14.648419
S.Lucido Marina	S11740	17	39.313203	16.045546
S.Marcellino Frignano	S09005	18	40.992103	14.171976
S.Marco Roggiano	S11904	17	39.605223	16.208776
S.Maria Capua Vetere	S09209	18	41.07353	14.254081
S.Maria La Bruna	S09804	18	40.755435	14.407647
S.Maria La Longa	S03121	10	45.933068	13.287755
S.Maria Oliveto	S09059	7	41.507208	14.096049
S.Marino	S02501	12	45.897699	11.692241
S.Martino Al Cimino	S08307	5	42.382043	12.108104
S.Martino Buon Albergo	S02435	12	45.421559	11.089155
S.Martino Di Lupari	S02536	12	45.655928	11.857227
S.Martino In Gattara	S06613	8	44.113211	11.667077
S.Martino In Pensilis	S09468	7	41.877211	14.984218
S.Michele Di Serino	S09523	18	40.874511	14.853445
S.Michele In Bosco	S01924	1	45.122404	10.57329
S.Miniato Fucecchio	S06509	13	43.701383	10.831605
S.Nazario	S02503	12	45.838117	11.691321
S.Nicola Arcella	S11726	17	39.850764	15.793165
S.Nicola T.	S12012	14	38.015817	13.612755
S.Nicolo'	S01951	8	45.058843	9.606443
S.Piero A Sieve	S06603	13	43.958317	11.322742
S.Pietro A Maida	S11750	17	38.867817	16.276306
S.Pietro In Casale	S05722	8	44.697928	11.404763
S.Pietro In Gu`	S02531	12	45.605039	11.673157
S.Romano Montopoli S.Croce	S06508	13	43.690575	10.760152
S.Sebastiano Po	S00420	3	45.167102	7.953781
S.Severino Marche	S07303	11	43.22996	13.183491
S.Silvestro	S00173	3	45.19366	8.148095
S.Stefano Belbo	S00831	3	44.71714	8.241233
S.Stefano Lodigiano	S01829	1	45.122091	9.723606
S.Stefano Udinese	S03124	10	45.953683	13.274971
S.Tommaso Del Piano	S09630	15	40.900403	15.503719
S.Vincenzo V.R.	S08855	19	41.832988	13.526148
S.Vito Al Tagliamento	S02660	10	45.912433	12.851594
S.Vito Dei Normanni	S11135	16	40.650352	17.818585
S.Vito Lanciano	S07817	19	42.307401	14.448093
S.Vittoria	S00822	3	44.69561	7.916909
Sacile	S02703	10	45.948413	12.498498
Sacile San Liberale	S03089	10	45.959155	12.514778
Sagrado	S03307	10	45.872629	13.484004
Saint Pierre	S00161	4	45.708146	7.229338
Sairano	S00408	1	45.138858	9.046868
Sairano Zinasco	S00400	1	45.133795	9.030153
Sala Al Barro-Galbiate	S01461	1	45.821086	9.359223
Sala Consilina	S09906	18	40.405144	15.576057
Salandra	S11457	15	40.583446	16.351564
Salbertrand	S00205	3	45.073478	6.887428
Sale Langhe	S00743	3	44.392425	8.077468
Salemi Gibellina	S12114	14	37.806619	12.865517
Salerno	S09818	18	40.675137	14.772822
Saletto	S02394	12	45.22274	11.535093
Saliceto	S00744	3	44.404437	8.172887
Saline Di Reggio	S11864	17	37.938677	15.710664
Salone	S08502	5	41.915253	12.636215
Salorno	S02034	9	46.245842	11.202681
Salsomaggiore T.	S05090	8	44.81866	9.988129
Saluggia	S00235	3	45.23443	8.017112
Salussola	S00074	3	45.44438	8.115195
Salza Irpina	S09600	18	40.922251	14.881761
Salzano Robegano	S02511	12	45.535378	12.111485
Samassi Serrenti	S12885	20	39.483075	8.899035
Samoggia	S05039	8	44.567307	11.146221
Samolaco	S01402	1	46.246436	9.423582
Sampieri	S12419	14	36.73188	14.744577
San Benedetto Sambro-Cast.Pepoli	S05134	8	44.22866	11.19226
San Bonifacio	S02440	12	45.40276	11.27406
San Gavino	S12882	20	39.546206	8.788017
San Giacomo	S04005	3	44.687745	8.663185
San Giorgio	S12034	14	38.173967	14.94414
San Giorgio Di Nogaro	S03205	10	45.82917	13.210315
San Giovanni	S12804	20	40.762523	8.499282
San Giovanni In Persiceto	S05319	8	44.643151	11.189444
San Giuseppe Di Cairo	S04805	2	44.370096	8.28864
San Leonardo Di Cutro	S11827	17	38.954221	16.964409
San Marco D`Alunzio T.	S12028	14	38.094202	14.675909
San Mauro La Bruca	S11714	18	40.09683	15.298924
San Momme`	S05118	13	44.027999	10.914798
San Nicola Varco Di Eboli	S11700	18	40.561479	14.998375
San Remo	S04505	2	43.821269	7.766693
San Severo	S11025	16	41.684512	15.392567
Sandigliano	S00072	3	45.519652	8.081531
Sanfre`	S00731	3	44.74799	7.796793
Sangiano	S01140	1	45.874464	8.630769
Sangineto	S11733	17	39.592487	15.863973
Sanguinetto	S02384	12	45.188811	11.152467
Sanluri Stato	S12883	20	39.526147	8.850221
Sannazzaro	S00403	1	45.10554	8.905149
Sannicandro Di Bari	S11503	16	40.958821	16.753771
Santa Domenica	S11786	17	38.663764	15.859822
Santa Luce	S06023	13	43.437248	10.48971
Santa Maria Di Catanzaro	S11957	17	38.864988	16.605785
Santa Marinella	S08015	5	42.035892	11.863122
Santa Severa	S08016	5	42.020645	11.969077
Santa Teresa Di Riva	S12314	14	37.946295	15.367682
Sante Marie	S08521	19	42.096993	13.21696
Santeramo	S11310	16	40.8026	16.76403
Santhia`	S00240	3	45.363726	8.180093
Santo Stefano Di Camastra	S12024	14	38.01778	14.35104
Santuario	S04802	2	44.34607	8.435756
Santuario Incoronata	S11201	16	41.370726	15.605748
Sant`Anna	S12897	20	39.810758	8.641451
Sant`Orsola	S12806	20	40.747117	8.532229
Sanzano Occhino	S09629	18	40.8869	15.27783
Sapri	S11721	18	40.078013	15.627204
Sarmato	S01949	8	45.063043	9.491116
Sarno	S09702	18	40.813063	14.612442
Saronno	S01933	1	45.625309	9.030839
Sarre	S00136	4	45.717919	7.258468
Sartirana	S00038	1	45.111728	8.67012
Sarzana	S06007	2	44.108865	9.960657
Sassa Tornimparte	S07413	19	42.360549	13.295333
Sassano Teggiano	S09907	18	40.368687	15.604818
Sassari	S12807	20	40.729506	8.554157
Sasso Marconi	S05104	8	44.394939	11.254333
Sassoferrato Arcevia	S07063	11	43.435381	12.851514
Sassone	S08712	5	41.783777	12.625832
Savigliano	S00604	3	44.651337	7.663748
Savignano Greci	S09318	18	41.230587	15.167109
Savignano Sul Rubicone	S05068	8	44.095191	12.40421
Savona	S04801	2	44.306892	8.470259
Savona Marittima	S04800	2	44.308777	8.488243
Scafa S.Valentino Caramanico T	S07707	19	42.26717	13.99909
Scafati	S09811	18	40.746028	14.523253
Scala Di Giocca	S12814	20	40.698881	8.59695
Scalea S.Domenica Talao	S11727	17	39.8083	15.80139
Scalenghe	S00540	3	44.89018	7.490745
Scaletta Zanclea	S12309	14	38.04635	15.465376
Scanzano Belfiore	S07216	6	42.983918	12.737692
Scanzano J. Montalbano J.	S11801	15	40.25362	16.705192
Scarlino	S06035	13	42.942002	10.836798
Scerne Di Pineto	S07805	19	42.642427	14.041324
Schio	S02140	12	45.710848	11.355508
Scicli	S12418	14	36.789939	14.698759
Scilla	S11772	17	38.251202	15.710886
Scopeti	S06705	13	43.841117	11.497001
Scorcetoli	S06164	13	44.34431	9.911853
Scordia	S12278	14	37.294595	14.851219
Scurcola Marsicana	S08524	19	42.053136	13.344374
Secugnago	S01826	1	45.223253	9.58684
Sedico Bribano	S02560	12	46.095424	12.086508
Segesta Tempio	S12152	14	37.949585	12.828118
Segrate	S01715	1	45.480702	9.298873
Sella Di Corno	S07411	19	42.360461	13.189876
Sellia Marina	S11831	17	38.903666	16.764788
Selva Del Bocchetto	S06155	8	44.62487	10.006253
Senigallia	S07108	11	43.716277	13.221652
Sepino	S09501	7	41.413946	14.657456
Seregno	S01318	1	45.64601	9.20285
Seriate	S01533	1	45.683145	9.724628
Serino	S09515	18	40.858838	14.860182
Serra S.Quirico	S07205	11	43.444879	13.027408
Serradifalco	S12383	14	37.431804	13.883299
Serralunga Cereseto	S00338	3	45.100914	8.30742
Serramanna Nuraminis	S12886	20	39.426123	8.916579
Serravalle	S02048	9	45.808184	11.014942
Serravalle D`Asti	S00431	3	44.948019	8.14808
Serravalle Pistoiese	S06413	13	43.908016	10.85168
Serravalle Scrivia	S04206	3	44.72393	8.858548
Serre Di Rapolano	S06857	13	43.284347	11.558209
Sessa Aurunca R.	S09000	18	41.1955	13.8761
Sessano Del Molise	S08917	7	41.639587	14.32853
Sesto Calende	S01026	1	45.726241	8.628135
Sesto Campano	S09062	7	41.420005	14.088909
Sesto Fiorentino	S06418	13	43.833297	11.191941
Sesto S. Giovanni	S01325	1	45.541087	9.23926
Sestri Levante	S04725	2	44.27626	9.397651
Sette Bagni	S08216	5	42.006438	12.520156
Settequerce	S02224	9	46.508448	11.264785
Settime Cinaglio Mombarone	S00430	3	44.966229	8.128853
Settimo	S00229	3	45.139834	7.769335
Settimo Tavagnasco	S00151	3	45.546214	7.825189
Settingiano	S11954	17	38.903198	16.510832
Sevegliano	S03151	10	45.887451	13.30468
Seveso	S01925	1	45.648187	9.140488
Sezze Romano	S08609	5	41.495542	13.038452
Sgurgola	S08659	5	41.687018	13.146199
Sibari	S11811	17	39.749863	16.456922
Sicignano Degli Alburni	S09827	18	40.605454	15.290904
Siderno	S11850	17	38.2708	16.302
Sieci	S06903	13	43.790892	11.394608
Siena	S06809	13	43.331708	11.322972
Siena Zona Industriale	S06867	13	43.26528	11.376652
Signa	S06513	13	43.775441	11.095961
Silandro	S02205	9	46.625613	10.766327
Siliqua	S12954	20	39.297005	8.813078
Silla	S05109	8	44.177652	10.980635
Sillavengo	S00978	3	45.521303	8.444987
Silvi	S07807	19	42.55911	14.110365
Simeri Crichi	S11832	17	38.883068	16.716122
Sinalunga	S06852	13	43.216189	11.744866
Sipicciano	S08300	5	42.546495	12.254318
Siponto	S11056	16	41.61296	15.895572
Siracusa	S12349	14	37.068906	15.280896
Siracusa M.	S12351	14	37.057888	15.293258
Sistiana	S03312	10	45.774903	13.645832
Sizzano	S00111	3	45.573834	8.436024
Sluderno-Glorenza	S02201	9	46.664329	10.581832
Soffratta	S02732	12	45.976377	12.299346
Solagna	S02504	12	45.815434	11.72134
Solarolo	S05900	8	44.356425	11.849183
Solarussa	S12876	20	39.952525	8.679813
Solero	S00469	3	44.915886	8.51043
Soliera Modenese	S02351	8	44.722667	10.90601
Solignano	S06156	8	44.614024	9.98014
Solofra	S09516	18	40.834504	14.843975
Solopaca	S09307	18	41.210521	14.571413
Somma Lombardo	S01028	1	45.686423	8.712991
Sommariva Bosco	S00730	3	44.770754	7.777086
Sondrio	S01430	1	46.167064	9.872928
Sora	S08857	5	41.716618	13.618601
Soresina	S01607	1	45.283083	9.85664
Sorgenti Del Peschiera	S07434	5	42.36428	12.996973
Sori	S04712	2	44.369795	9.106006
Soverato	S11837	17	38.684339	16.549416
Spadafora	S12048	14	38.221922	15.377196
Spagnuola	S12106	14	37.83631	12.477051
Sparanise	S09206	18	41.185707	14.092954
Spartimento Di Scisciano	S09761	18	40.891561	14.468487
Spello	S07010	6	42.9844	12.668884
Spezzano Albanese Terme	S11901	17	39.707307	16.287599
Spigno	S00874	3	44.539437	8.317924
Spinazzola	S11304	16	40.953396	16.087173
Spinetoli Colli	S07552	11	42.87032	13.762811
Spinetta	S01940	3	44.882378	8.683146
Spoleto	S07221	6	42.748121	12.736142
Spondigna-Prato Venosta	S02202	9	46.634571	10.60999
Spotorno Noli	S04526	2	44.226528	8.410932
Spresiano	S02709	12	45.77763	12.266984
Squillace	S11835	17	38.77705	16.570418
Squinzano	S11142	16	40.439266	18.046097
Stanghella	S05705	12	45.13209	11.749094
Stazione Per L`Alpago	S02736	12	46.137574	12.316066
Sticciano	S06824	13	42.929333	11.118621
Stimigliano	S08212	5	42.289811	12.568632
Strada Casale	S06617	8	44.183511	11.697496
Stradella	S01945	1	45.079465	9.300865
Strambino	S00155	3	45.382508	7.887955
Strassoldo	S03150	10	45.856617	13.31836
Stresa	S01016	3	45.884486	8.531454
Strevi	S00866	3	44.697771	8.525525
Strigno	S02315	9	46.051003	11.514327
Stroncone	S07400	6	42.517955	12.65372
Strongoli	S11822	17	39.228139	17.108256
Su Canale	S12896	20	40.838375	9.404226
Sulmona	S08539	19	42.060836	13.907156
Sulmona-Introdacqua	S08900	19	42.038241	13.92156
Suno	S00018	3	45.620435	8.519344
Susa	S00260	3	45.138622	7.052311
Susegana	S02708	12	45.821054	12.258364
Suzzara	S02340	1	44.994432	10.756138
Torino P.Nuova	S00219	3	45.060969	7.67747
Taggia Arma	S04506	2	43.840764	7.835604
Tagliacozzo	S08522	19	42.070701	13.255664
Taino Angera	S01122	1	45.772269	8.60599
Talamona	S01426	1	46.13952	9.599528
Talamone	S08002	13	42.56461	11.164524
Taormina	S12317	14	37.845429	15.282584
Taranto	S11465	16	40.483727	17.224059
Tarcento	S03022	10	46.209134	13.196211
Targia	S12353	14	37.10963	15.245908
Tarquinia	S08009	5	42.239463	11.727009
Tarsia	S11903	17	39.653552	16.24293
Tarvisio Boscoverde	S03015	10	46.505956	13.608012
Tassignano	S06405	13	43.834131	10.570495
Taurasi	S09605	18	40.980838	14.965804
Tavazzano	S01824	1	45.32629	9.402748
Teano	S09205	18	41.231804	14.077075
Teglio Veneto	S02662	12	45.809887	12.858938
Telese Cerreto	S09326	18	41.211709	14.526165
Teramo	S07900	19	42.660551	13.715882
Terlano-Andriano	S02223	9	46.528517	11.248394
Terme Euganee-Abano-Montegr.	S05701	12	45.32744	11.79604
Terme Vigliatore	S12040	14	38.133588	15.164396
Termini Imerese	S12014	14	37.980132	13.703631
Termoli	S11019	7	42.000623	14.992805
Ternate Varano Borghi	S01143	1	45.781835	8.700371
Terni	S07226	6	42.570768	12.651091
Terni Cospea	S07430	6	42.549615	12.625075
Terno	S01504	1	45.688658	9.536169
Terontola Cortona	S06922	13	43.210263	12.007906
Terracina	S08809	5	41.29697	13.244055
Terrarossa - Tresana	S06167	13	44.237379	9.959675
Terrenove	S12108	14	37.748755	12.480604
Terria	S07425	5	42.436334	12.782816
Terzigno	S09753	18	40.806926	14.503275
Terzo Montabone	S00869	3	44.671932	8.428705
Tezze Di Grigno	S02318	9	45.990485	11.669726
Thiene	S02143	12	45.700697	11.475407
Thurio	S11869	17	39.69651	16.474098
Tiera	S11216	15	40.697817	15.819279
Tione Degli Abruzzi	S07426	19	42.204908	13.64205
Tirano	S01440	1	46.21539	10.166961
Tissi Usini	S12813	20	40.689278	8.530258
Tito	S09834	15	40.607321	15.698194
Tivoli	S08508	5	41.961849	12.805047
Tocco Castiglione	S07705	19	42.226619	13.904658
Tolentino	S07304	11	43.214556	13.290501
Tollo Canosa Sannita	S07814	19	42.394208	14.339984
Tombolo	S06720	13	43.631726	10.352916
Tommaso Natale	S12131	14	38.190283	13.28819
Tonco Alfiano	S00342	3	45.012659	8.216858
Tor Sapienza	S08501	5	41.907095	12.594489
Tor Vergata	S08655	5	41.823224	12.666162
Tora Presenzano	S09202	18	41.358861	14.04514
Torano Lattarico	S11906	17	39.49455	16.210509
Torchiara	S11706	18	40.315916	15.041267
Torino Dora	S00224	3	45.090085	7.677853
Torino Lingotto	S00452	3	45.0266	7.657469
Torino Porta Susa	S00035	3	45.075906	7.667673
Torino S. Paolo	S00223	3	45.054519	7.639557
Torino Stura	S00228	3	45.121932	7.713202
Torralba	S12865	20	40.482769	8.781619
Torrazza P.	S00234	3	45.211855	7.970255
Torre Annunziata Centrale	S09806	18	40.747131	14.463744
Torre Annunziata Citta'	S09805	18	40.754069	14.448628
Torre Dei Passeri	S07706	19	42.244022	13.937525
Torre Del Greco	S09803	18	40.787631	14.363159
Torre Del Lago Puccini	S06015	13	43.826501	10.290287
Torre De` Picenardi	S01918	1	45.137198	10.286849
Torre In Pietra-Palidoro	S08019	5	41.92432	12.183116
Torre Melissa	S11821	17	39.304391	17.108402
Torre Orsaia	S11717	18	40.099017	15.481204
Torre Pellice	S00524	3	44.818929	7.225901
Torre S.Giorgio	S00545	3	44.737375	7.525461
Torreberetti	S00039	1	45.060533	8.660431
Torrenieri	S06817	13	43.086602	11.552385
Torricella	S07011	6	43.159149	12.188249
Torricola	S08600	5	41.809538	12.557716
Torrile S. Polo	S01853	1	44.885677	10.362814
Torrita Di Siena	S06854	13	43.174187	11.78758
Tortona	S01810	3	44.900126	8.861777
Tortoreto Lido	S07801	19	42.804562	13.939012
Torviscosa	S03206	10	45.826002	13.282358
Trabia	S12013	14	37.996408	13.65567
Trani	S11112	16	41.272693	16.417646
Trapani	S12100	14	38.017092	12.518814
Trappa	S00925	3	44.185375	7.994435
Trappeto	S12123	14	38.065089	13.036873
Travedona Biandronno	S01142	1	45.809601	8.696322
Travesio	S03081	10	46.187141	12.876921
Tre Croci	S08308	5	42.331525	12.086159
Trebaseleghe	S02514	12	45.581509	12.040046
Trebisacce	S11808	17	39.865561	16.532173
Trecate	S00252	1	45.428589	8.739561
Trecella	S01706	1	45.512792	9.480674
Tremestieri	S12303	14	38.150323	15.535528
Trento	S02038	21	46.072414	11.118941
Trepuzzi	S11143	16	40.40964	18.076902
Tresenda-Aprica-Teglio	S01437	1	46.162082	10.083754
Trevi	S07218	6	42.8762	12.733709
Treviglio	S01708	1	45.515063	9.587919
Treviglio Ovest	S01601	1	45.521762	9.580281
Trevignano Signoressa	S02600	12	45.74789	12.103123
Treviso C.	S02712	12	45.659608	12.24614
Trezzano S.N.	S01065	1	45.422203	9.071196
Trieste Aquilinia	S03856	10	45.618107	13.806161
